,name,category,star,star_count,review,address,위도,경도
472,카페인 세종&세종부동산,카페,0.0,0건,0,서울 서초구 반포대로14길 71,37.4869095170024,127.01450471794
473,대청마루,한식,0.0,0건,0,서울 서초구 사임당로 28,37.4877514833018,127.01318658415
474,맛있는뷔페,뷔페,0.0,0건,0,서울 서초구 효령로 304,37.4847315992014,127.017803806463
475,진심야식당,실내포장마차,0.0,0건,0,서울 서초구 사임당로 21,37.4879304099777,127.012481502204
476,맨발의 청춘,음식점,0.0,0건,0,서울 서초구 효령로53길 18 석탑오피스텔 115,37.4855048196074,127.013969183554
477,서초 명가 버섯매운탕,음식점,0.0,0건,0,서울 서초구 남부순환로323길 59 1층,37.4835281631951,127.013398403673
478,코바 서초점,한식,0.0,0건,0,서울 서초구 효령로 316-1,37.4854201490875,127.018966531325
479,(주)씨에스종합개발,커피전문점,0.0,0건,0,서울 서초구 서초중앙로 69,37.4878376687184,127.014313467711
480,화과방 서울영업소,간식,0.0,0건,0,서울 서초구 남부순환로333길 56,37.4846317175855,127.021858571824
481,다미,한식,0.0,0건,0,서울 서초구 서초중앙로 69,37.4878376687184,127.014313467711
482,보네스뻬 남부터미널점,"제과,베이커리",0.0,0건,0,서울 서초구 효령로 304 전자센타1층,37.4847315992014,127.017803806463
483,이오포장마차,실내포장마차,0.0,0건,0,서울 서초구 효령로53길 45 1층,37.4865276721133,127.012932415371
484,홍C,"호프,요리주점",0.0,0건,0,서울 서초구 효령로 279,37.4849415024327,127.014765522044
485,범수사,일식집,0.0,0건,0,서울 서초구 효령로55길 28,37.4861327609484,127.01447946651
486,프로보노,한식,0.0,0건,0,서울 서초구 효령로 304,37.4847315992014,127.017803806463
487,비바체,술집,0.0,0건,0,서울 서초구 사임당로8길 4,37.4883932032357,127.015249245506
488,딱밥,퓨전한식,0.0,0건,0,서울 서초구 효령로 305 지하1층3호,37.4855294785836,127.017560221616
489,파티데이즈,해산물,0.0,0건,0,서울 서초구 서초중앙로2길 74,37.4848862103015,127.02109928911
490,하동녹차앤LS,전통찻집,0.0,0건,0,서울 서초구 서초중앙로 68,37.4878304573821,127.015064485727
491,맥스웰하우스,커피전문점,0.0,0건,0,서울 서초구 효령로 292,37.4835466074664,127.015110886678
492,드리옹 17,퓨전한식,0.0,0건,1,서울 서초구 남부순환로339길 60,37.4856632268725,127.021669144238
493,만랩커피,커피전문점,0.0,0건,0,서울 서초구 서초중앙로 15,37.4830108887405,127.015641614311
494,구띠에델리,카페,0.0,0건,0,서울 서초구 효령로 304 국제전자센터 11층,37.4847315992014,127.017803806463
495,아이콘,술집,0.0,0건,0,서울 서초구 효령로 307,37.4855962923795,127.01783408772
496,송쉐프 서초점,중화요리,0.0,0건,0,서울 서초구 남부순환로339길 33 1층,37.4844283409248,127.021961289697
497,오키드,술집,0.0,0건,0,서울 서초구 사임당로 25,37.4880009230794,127.012816092593
498,아이비,카페,0.0,0건,0,서울 서초구 서초중앙로5길 10-8,37.4858654442726,127.015099594605
499,맛나스넥,분식,0.0,0건,0,서울 서초구 사임당로 58 제일빌딩,37.4886519231458,127.016295331893
